"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"6284750","Cozy Studio with magnificent terrace!",91936,"Nicolas",NA,"Monserrat",-34.6094,-58.38439,"Entire home/apt",4405,6,24,2022-11-20,0.28,8,358,5,NA
"5318458","Sunny apartment with swimming pool",1306399,"Alejandro",NA,"Palermo",-34.58608,-58.44128,"Entire home/apt",10572,28,36,2022-12-16,0.4,3,283,5,NA
"6291677","CENTER OF LA RECOLETA. 4b",3166647,"Federico",NA,"Recoleta",-34.59071,-58.39264,"Entire home/apt",10572,3,53,2022-06-18,0.6,11,156,5,NA
"5640825","Loft with terrace & parrilla",29222812,"Laura",NA,"Villa Crespo",-34.60671,-58.44945,"Entire home/apt",8810,2,0,NA,NA,2,178,0,NA
"5319346","Studio 2 personas tempo Universitarios Extranjeros",27118244,"Alberto José",NA,"Balvanera",-34.60978,-58.39992,"Entire home/apt",3901,7,0,NA,NA,2,363,0,NA
"6322947","Stunning 3 Level Loft in Belgrano",418520,"Mila",NA,"Belgrano",-34.56909,-58.46123,"Entire home/apt",23786,4,58,2022-11-09,0.65,4,282,9,NA
"5326409","Studio con pileta, Palermo Soho",29343856,"Sebastian",NA,"Palermo",-34.57992,-58.42554,"Entire home/apt",7853,3,124,2022-12-19,1.45,11,81,36,NA
"6332185","Modern two bedroom apartment",32934395,"Diego",NA,"Villa Crespo",-34.59678,-58.44128,"Entire home/apt",7048,10,15,2022-12-15,0.17,1,274,4,NA
"5641935","Cheerful Apt with terrace, garage, and barbecue",2572152,"Margarita",NA,"Nuñez",-34.54721,-58.46062,"Entire home/apt",5790,3,6,2022-11-26,1.46,1,56,6,NA
"5646113","Hermoso departamento en Palermo",29261601,"Cecilia",NA,"Palermo",-34.58219,-58.40522,"Entire home/apt",10572,2,21,2022-12-05,1.64,1,315,18,NA
"5339885","Palermo Studio Apartment",27671281,"Jimena",NA,"Palermo",-34.57834,-58.4222,"Entire home/apt",4405,2,122,2022-11-24,1.48,1,292,42,NA
"5649960","Apartment with terrace in Recoleta",17310041,"Rodrigo",NA,"Recoleta",-34.59329,-58.39408,"Entire home/apt",7945,60,63,2022-07-24,0.67,3,56,6,NA
"6335258","Open apartment in historical buiding.",32982422,"Mireya",NA,"Monserrat",-34.60876,-58.37705,"Entire home/apt",9691,3,156,2022-12-06,1.69,1,138,26,NA
"5343073","Studio en pleno centro, downtown.",27689110,"Maria Victoria",NA,"Retiro",-34.59614,-58.37183,"Entire home/apt",2819,4,23,2022-01-10,0.5,1,37,2,NA
"5651779","¡Hermosa Habitación en Departamento silencioso.",29289977,"María",NA,"Almagro",-34.60356,-58.43145,"Private room",4000,2,20,2022-11-21,0.21,2,319,11,NA
"5345311","Sunny studio Recoleta, Junin St.",21181258,"Clarisa",NA,"Recoleta",-34.5894,-58.39224,"Entire home/apt",14831,1,0,NA,NA,9,0,0,NA
"5352333","Precioso y amplio piso racionalista francés",24862878,"Juli",NA,"Monserrat",-34.61612,-58.38971,"Private room",3876,3,3,2019-12-04,0.06,1,365,0,NA
"5660915","New apartment Palermo-Cañitas!!",29114163,"Eli Y Marcos",NA,"Palermo",-34.57411,-58.43396,"Entire home/apt",88280,7,129,2020-03-10,1.37,1,89,0,NA
"6342744","Moderno departamento Buenos Aires",23268100,"Marco",NA,"San Nicolas",-34.59992,-58.37923,"Entire home/apt",4405,7,7,2022-11-06,0.14,4,57,5,NA
"5352568","C3 - PRIVATE AND QUIET ROOM IN SHARED HOUSE",4372509,"Vicky",NA,"San Telmo",-34.6174,-58.3759,"Private room",2995,5,11,2022-07-17,0.12,21,349,1,NA
"6349399","Elegant 1 bedroom apartment Palermo",29826085,"Juan José",NA,"Palermo",-34.56893,-58.43382,"Entire home/apt",9791,5,2,2016-04-25,0.02,2,345,0,NA
"6354750","Loft categoría ""Plus"" en la Recoleta ver bonificación hasta la mitad de precio",15709876,"Sergio Aldo",NA,"Recoleta",-34.59695,-58.40822,"Entire home/apt",14976,3,21,2022-09-11,0.4,11,333,5,NA
"5668847","Cosy apartment in central SanTelmo!",2165936,"Maria",NA,"San Telmo",-34.61952,-58.36955,"Entire home/apt",9162,1,13,2022-10-30,0.14,2,331,2,NA
"5353148","C7-SINGLE Private Room in shared house - PROMOTION",4372509,"Vicky",NA,"Monserrat",-34.61696,-58.37795,"Private room",2819,5,14,2019-08-03,0.15,21,331,0,NA
"5689959","Design Amazing Eclectic Villa with Backyard Pool",11776584,"Carmen Liliana",NA,"Saavedra",-34.54122,-58.48075,"Entire home/apt",106220,4,27,2019-07-05,0.32,4,304,0,NA
"5361834","Beautiful LOFT in SAN TELMO",27795014,"Anibal",NA,"Monserrat",-34.61128,-58.37808,"Private room",9458,1,1,2015-04-15,0.01,1,0,0,NA
"5691609","3 BDR.Apartment in Congreso.",21181258,"Clarisa",NA,"San Nicolas",-34.60689,-58.3884,"Entire home/apt",28250,1,0,NA,NA,9,0,0,NA
"6354987","CONFORTABLE DTO EN PALERMO",33106905,"Sandra Noemí",NA,"Palermo",-34.58928,-58.41415,"Entire home/apt",6872,5,11,2016-07-31,0.12,4,157,0,NA
"5369103","Belgrano Dto 2amb liv balcón pileta!",24400009,"Karin@",NA,"Belgrano",-34.5541,-58.45812,"Entire home/apt",27500,2,7,2022-11-07,0.1,1,89,4,NA
"6363326","Luminous, excelent location!",33151659,"Maximo And Norma",NA,"Palermo",-34.57904,-58.409,"Entire home/apt",26429,3,8,2022-11-20,0.09,3,353,1,NA
"5385716","47m² Céntrico, Alegre, Garage",7591516,"Héctor Martín",NA,"Monserrat",-34.6091,-58.3873,"Entire home/apt",7929,3,101,2022-08-27,1.06,4,318,18,NA
"6363812","Luminous and greatly located apartment in Palermo",33151659,"Maximo And Norma",NA,"Palermo",-34.57219,-58.42218,"Entire home/apt",13843,5,21,2022-06-11,0.23,3,332,1,NA
"6377974","2 BR Apt Prime Location in Recoleta",5597544,"Pia & Silvia",NA,"Recoleta",-34.59163,-58.38808,"Entire home/apt",17619,4,12,2022-10-23,0.15,27,242,5,NA
"6387263","Julian's Apartment in Villa Crespo",33295155,"Julian",NA,"Villa Crespo",-34.60027,-58.43556,"Entire home/apt",2623,1,3,2020-03-12,0.08,1,352,0,NA
"5696164","Paradis Porteño",29530979,"Giulia",NA,"Boedo",-34.62963,-58.4252,"Private room",3747,2,32,2022-09-26,0.34,2,291,2,NA
"5702322","Palermo Hollywood Penthouse private terrace BBQ",21858421,"Gabriel",NA,"Palermo",-34.5848,-58.44168,"Entire home/apt",7929,5,21,2022-12-21,0.25,8,281,8,NA
"5703068","Large Villa Crespo Apartment with Private Garden",14419400,"Sonya",NA,"Villa Crespo",-34.59523,-58.4343,"Entire home/apt",5638,10,16,2019-11-28,0.17,1,358,0,NA
"5705123","2 Bed Apartment in Recoleta",654296,"Santiago",NA,"San Nicolas",-34.60133,-58.39066,"Entire home/apt",6167,14,17,2018-08-13,0.19,1,173,0,NA
"5728115","Cómodo y cálido para 2 en Av. Corrientes",148060,"Marcela",NA,"Balvanera",-34.60495,-58.39593,"Entire home/apt",4229,30,1,2015-08-21,0.01,9,365,0,NA
"5749786","Beautiful and comfortable studio in Palermo Soho",29826085,"Juan José",NA,"Palermo",-34.58483,-58.42755,"Entire home/apt",9566,4,77,2022-12-09,0.82,2,341,15,NA
"5391805","Room in antique student Palermo house",6229473,"Maria",NA,"Palermo",-34.59099,-58.42133,"Private room",2995,1,0,NA,NA,11,11,0,NA
"5749918","POINT APARTAMENT",29828875,"Diego",NA,"Belgrano",-34.55997,-58.44514,"Entire home/apt",6896,3,18,2022-11-07,0.21,1,145,5,NA
"6391096","Classy apartment with a view",33320947,"Marie",NA,"Palermo",-34.57833,-58.43915,"Entire home/apt",22401,3,100,2022-11-14,1.1,1,295,12,NA
"6402133","Spacious 2 Bedroom-2 1/2 Bath",9620589,"Andrea",NA,"Palermo",-34.57752,-58.43129,"Entire home/apt",16210,3,153,2022-12-14,1.66,5,316,26,NA
"5402171","Bedroom Palermo Hollywood",28003078,"Rafael",NA,"Palermo",-34.58048,-58.43906,"Private room",2114,1,10,2022-12-16,0.15,2,52,8,NA
"6425214","Palermo 1BR bright+cozy; lively neighborhood",33526522,"Piroska",NA,"Palermo",-34.58558,-58.41947,"Entire home/apt",5814,3,65,2022-12-10,0.74,1,329,22,NA
"5758144","Nice apt with yard in Recoleta",29870324,"Andres Y Fabi",NA,"Palermo",-34.59695,-58.41688,"Entire home/apt",4405,15,43,2022-10-08,0.46,1,275,1,NA
"5403183","Lovely One bedroom apartment",28007896,"Juan Carlos",NA,"Palermo",-34.58697,-58.41868,"Entire home/apt",4405,3,43,2022-09-27,0.74,1,232,15,NA
"5759264","Alquiler temp monoambiente recoleta",310531,"Soledad",NA,"Recoleta",-34.59386,-58.40776,"Entire home/apt",6167,7,0,NA,NA,2,362,0,NA
"6440738","Cozy Apartment at Recoleta's Heart (monthly stays)",24249602,"Santiago",NA,"Recoleta",-34.59077,-58.3947,"Entire home/apt",10069,30,13,2016-08-16,0.16,1,332,0,NA
"5403329","Cozy Studio barrio Norte",21181258,"Clarisa",NA,"Recoleta",-34.59255,-58.40916,"Entire home/apt",14478,1,0,NA,NA,9,0,0,NA
"6444363","Acogedor departamento en Recoleta",33106905,"Sandra Noemí",NA,"Recoleta",-34.59091,-58.41123,"Entire home/apt",4405,5,35,2022-12-24,0.41,4,347,19,NA
"5404481","AMAZING ROOM WITH PRIVATE BATHROOM",28014652,"Viole",NA,"Almagro",-34.59996,-58.42501,"Private room",7048,1,0,NA,NA,1,362,0,NA
"5410828","Silent&Light Recoleta Palermo 2br",560338,"Carlos",NA,"Recoleta",-34.59535,-58.41378,"Entire home/apt",12423,2,38,2022-12-06,0.4,23,355,28,NA
"5418547","Palermo Studio with Pool Full Kichten & Bathroom",161902,"Gustavo",NA,"Recoleta",-34.59687,-58.41231,"Entire home/apt",6167,4,164,2022-12-11,1.73,28,353,29,NA
"6447412","Un bello lugar en Palermo Soho",33661955,"Enrique",NA,"Palermo",-34.5855,-58.42985,"Private room",4414,2,87,2020-02-15,1.38,5,0,0,NA
"5759932","Design & Comfortable Home in Palermo Soho",1725289,"Virginia",NA,"Palermo",-34.58786,-58.43265,"Entire home/apt",140954,7,3,2022-01-02,0.16,1,301,1,NA
"5423148","Abasto Apartment",25333208,"Ana",NA,"Balvanera",-34.60654,-58.41205,"Entire home/apt",2500,5,82,2022-04-06,0.86,3,5,3,NA
"5768185","Recoleta Superb Flat, Opening Promo",7094891,"Paula",NA,"Recoleta",-34.59837,-58.38798,"Entire home/apt",4933,1,49,2019-12-31,0.52,1,303,0,NA
"6462819","Lovely Appartment near Recoleta !!",33751672,"Henrique",NA,"Retiro",-34.59189,-58.38354,"Entire home/apt",13743,6,69,2022-12-18,0.76,1,102,7,NA
"5431025","Alto Palermo,  Fantastic. Location, Location  !",99541075,"Marcelo",NA,"Palermo",-34.58961,-58.41307,"Entire home/apt",6872,3,14,2022-02-05,0.15,1,162,1,NA
"6467867","Little blue house at Palermo. loft",7594400,"Carolina",NA,"Palermo",-34.57857,-58.43278,"Entire home/apt",20666,3,9,2022-10-13,0.1,2,363,2,NA
"5774623","Great 2 bedroom apt. Recoleta (3 ambientes)",12355296,"Martin",NA,"Recoleta",-34.59152,-58.40236,"Entire home/apt",11476,5,5,2018-11-26,0.06,1,87,0,NA
"5443319","Great Location. Studio. Av.Santa Fe",21181258,"Clarisa",NA,"Retiro",-34.59589,-58.37993,"Entire home/apt",13948,1,0,NA,NA,9,0,0,NA
"5785314","Departamento  Palermo",17721872,"Antonio",NA,"Belgrano",-34.55516,-58.4406,"Entire home/apt",9691,3,170,2022-12-16,1.92,1,358,31,NA
"6477771","♥ Palermo High End Bldg with Pool and Bags Storage",5268363,"Marcos",NA,"Palermo",-34.5834,-58.43444,"Entire home/apt",12157,3,121,2022-11-22,1.31,4,32,10,NA
"7162231","Double Roon Downtown Free Wi-Fi A/C",6340092,"Cynthia",NA,"San Nicolas",-34.60329,-58.3889,"Private room",6872,1,2,2018-03-31,0.03,5,365,0,NA
"6478159","Cómodo Monoambiente en Recoleta",32839226,"Analia",NA,"Retiro",-34.59466,-58.3835,"Entire home/apt",7224,1,56,2020-01-02,0.62,6,362,0,NA
"7163308","Depto 2 Amb a un paso Microcentro",28828679,"Silvia Noemi",NA,"Balvanera",-34.6061,-58.40874,"Entire home/apt",1149,6,62,2020-01-29,0.71,1,1,0,NA
"6482407","Studio in Palermo",17077506,"Augusto",NA,"Palermo",-34.58061,-58.40707,"Entire home/apt",5638,7,10,2021-10-31,0.24,3,0,0,NA
"6484976","Espectacular  Depto Puerto  Madero",28759996,"Georgina",NA,"Puerto Madero",-34.60267,-58.36423,"Entire home/apt",18782,3,87,2022-11-13,1.06,1,175,22,NA
"5804033","Studio Loft in Palermo Soho #3",400828,"Jony",NA,"Palermo",-34.58902,-58.42019,"Entire home/apt",5939,2,283,2022-10-30,3.01,3,339,37,NA
"7173190","Beautiful duplex in Palermo! 56m2",18506879,"Gabriela",NA,"Colegiales",-34.57807,-58.44121,"Entire home/apt",7552,4,126,2022-12-17,1.63,1,87,28,NA
"5825818","Large Room with loft in old style student house",6229473,"Maria",NA,"Palermo",-34.59089,-58.4214,"Private room",3171,1,1,2018-01-20,0.02,11,12,0,NA
"6486810","Hermoso y luminoso en Palermo nuevo",33899793,"Carol",NA,"Palermo",-34.57642,-58.42328,"Entire home/apt",10572,365,0,NA,NA,1,364,0,NA
"7192254","Cozy apartment just off main street",5632049,"John",NA,"Palermo",-34.59108,-58.42261,"Entire home/apt",14095,7,5,2022-11-15,0.06,10,364,1,NA
"7259243","Buenos Aires Art Deco Jewel",35386896,"Iza",NA,"Retiro",-34.5953,-58.37822,"Entire home/apt",35312,1,0,NA,NA,1,0,0,NA
"5845534","Your home in the heart of BA",8389331,"Pilar",NA,"Retiro",-34.59508,-58.38066,"Entire home/apt",4310,14,15,2017-05-26,0.17,1,20,0,NA
"6491791","Habitación en Departamento • Palermo Hollywood :)",33862154,"Flavia",NA,"Palermo",-34.5797,-58.43754,"Private room",6911,1,18,2022-12-09,0.34,1,365,17,NA
"7290666","Moderno Apartamento con 2 dormitorios y 2 baños!!",3469227,"Federico",NA,"San Nicolas",-34.60176,-58.38147,"Entire home/apt",13743,5,15,2022-12-09,0.17,135,315,7,NA
"6493814","Hermoso departamento  Barrio Norte",33942272,"Juliana",NA,"Recoleta",-34.58574,-58.40757,"Entire home/apt",6810,5,2,2015-12-31,0.02,2,0,0,NA
"5855696","Excelente apartamento  em belgrano.",10365275,"Pablo",NA,"Belgrano",-34.55404,-58.43729,"Entire home/apt",7000,30,6,2017-03-31,0.06,1,273,0,NA
"7293027","Truly Comfortable Apartment right in the center",678997,"Mario",NA,"San Nicolas",-34.60421,-58.38677,"Entire home/apt",5286,5,31,2022-12-04,0.67,7,7,19,NA
"5860223","Superb 3 bdrms + 2.5 baths Apt",30427080,"Nadereh",NA,"Recoleta",-34.58745,-58.38382,"Entire home/apt",32596,4,3,2015-12-29,0.03,1,303,0,NA
"6500084","Soho Point, New building",1409800,"Mariano",NA,"Recoleta",-34.59436,-58.41164,"Hotel room",13843,1,50,2022-03-21,0.56,60,365,2,NA
"7308527","BOHEMIAN HOUSE IN PALERMO W TERRACE",559463,"Martin",NA,"Palermo",-34.58936,-58.42309,"Entire home/apt",12334,10,35,2022-07-31,0.72,4,342,6,NA
"6500575","Lovely Apartment in Palermo!",33978298,"Mariana",NA,"Palermo",-34.59156,-58.42528,"Entire home/apt",11453,5,21,2018-03-02,0.23,1,0,0,NA
"5867468","Atico apartamento  luminoso 3 Amb , Centro BsAs .",10431863,"Viviana",NA,"Balvanera",-34.60192,-58.39995,"Entire home/apt",6695,3,9,2022-11-22,0.1,1,365,3,NA
"7309032","Sunny, charming & modern studio  w/pool in Palermo",678997,"Mario",NA,"Palermo",-34.57686,-58.42205,"Entire home/apt",6292,5,40,2022-12-06,0.47,7,8,20,NA
"5870865","Sunny Apt for 4. Best view",4404244,"Pablo",NA,"Palermo",-34.57631,-58.44157,"Entire home/apt",7929,2,142,2022-12-17,1.7,3,247,40,NA
"7339962","Soho Point, New Building",1409800,"Mariano",NA,"Recoleta",-34.59473,-58.4112,"Hotel room",13843,1,58,2022-03-18,0.64,60,365,1,NA
"5872808","Intimate private space",28343136,"Vicente",NA,"Constitucion",-34.62474,-58.38755,"Private room",1762,4,51,2022-12-09,0.55,3,246,8,NA
"6505316","IMPECABLE DTO-PARKING-GYM-SAUNA-SEGURIDAD 24 HS",34005239,"Adrian",NA,"Palermo",-34.59378,-58.42634,"Entire home/apt",12711,1,2,2019-07-08,0.05,2,211,0,NA
"7358125","Monoambiente en Recoleta - BS AS",3469227,"Federico",NA,"Recoleta",-34.59015,-58.40319,"Entire home/apt",12259,3,12,2021-11-05,0.14,135,0,0,NA
"6521657","Palermo Hollywood Apt Pool & Gym",15509765,"Mai",NA,"Palermo",-34.5815,-58.44111,"Entire home/apt",7896,5,55,2022-11-06,0.6,2,306,8,NA
"7360931","Acogedor departamento zona turistas",37894787,"Alejandro",NA,"Recoleta",-34.59593,-58.38797,"Entire home/apt",5638,1,1,2015-07-26,0.01,1,331,0,NA
"5893965","Cozy and sunny 2 bedroom in Palermo/Recoleta",10874946,"Alejandra",NA,"Recoleta",-34.59741,-58.41452,"Entire home/apt",7062,2,29,2019-01-07,0.37,1,0,0,NA
"7361431","Amazing 3 bedrooms Serrano",15900304,"Gabriel",NA,"Palermo",-34.59022,-58.42994,"Entire home/apt",70477,2,121,2022-12-03,1.39,42,75,34,NA
"5909683","Hermoso y nuevo Depto en Palermo",30668382,"Jorge",NA,"Villa Crespo",-34.59424,-58.43049,"Entire home/apt",19381,4,39,2022-10-13,0.42,1,364,6,NA
"6531908","Outstanding apt with stunning views",34163193,"Philippe",NA,"Palermo",-34.58083,-58.41793,"Entire home/apt",14125,7,50,2022-12-07,0.55,1,280,9,NA
"6538435","Spacious & luminous loft like apart",34194839,"Noa",NA,"Palermo",-34.58396,-58.42788,"Entire home/apt",12334,365,0,NA,NA,1,364,0,NA
"7364549","Great Apartment PALERMO HOLLYWOOD",38584787,"Inga",NA,"Palermo",-34.58436,-58.44389,"Entire home/apt",7929,3,20,2022-02-21,0.22,1,211,3,NA
"6544789","Room for 1 Pax in Office, good view and open air",34225722,"Germán",NA,"Colegiales",-34.57154,-58.44694,"Private room",5571,3,14,2022-11-14,0.19,1,362,13,NA
"5912182","Hermoso depto. Pto. Madero/Lavarropas/GYM/POOL 6B",30700159,"Mariana",NA,"San Telmo",-34.61651,-58.3675,"Entire home/apt",8558,2,44,2022-12-08,0.7,15,362,18,NA
"5914967","Superb Studio in Recoleta!!",5275041,"Florencia",NA,"Recoleta",-34.58936,-58.38757,"Entire home/apt",7853,2,299,2022-12-25,3.2,2,324,50,NA
"7378687","Moderno apartamento en Palermo Hollywood",3469227,"Federico",NA,"Palermo",-34.58415,-58.43831,"Entire home/apt",7400,5,12,2022-10-29,0.18,135,320,3,NA
"6554676","Confortable departamento",32839226,"Analia",NA,"Retiro",-34.59468,-58.38557,"Entire home/apt",6167,1,59,2021-12-11,0.67,6,355,0,NA
"7380896","Buenos Aires Puerto Madero 5*vista al rio y dique!",38663494,"Marisa",NA,"Puerto Madero",-34.60231,-58.3638,"Entire home/apt",26429,7,0,NA,NA,16,365,0,NA
"6586732","Beautiful modernized old house",34025322,"Francisco",NA,"Nuñez",-34.55174,-58.46194,"Private room",17619,180,0,NA,NA,2,364,0,NA
"5931067","Palermo Soho",21858421,"Gabriel",NA,"Palermo",-34.58574,-58.42027,"Entire home/apt",14095,14,9,2022-08-19,0.1,8,309,4,NA
"5931568","Fabulous BA Location 3Bedr/2.5Bath",2416473,"Liliana",NA,"Almagro",-34.60045,-58.41823,"Entire home/apt",8457,60,0,NA,NA,2,358,0,NA
"7381375","Buenos Aires Puerto Madero 5* Vista al dique y río",38663494,"Marisa",NA,"Puerto Madero",-34.60397,-58.36351,"Entire home/apt",26429,6,0,NA,NA,16,364,0,NA
"6588902","Gorgeous studio in luxury building",320739759,"Marcos",NA,"Palermo",-34.5931,-58.42645,"Entire home/apt",7929,4,78,2022-12-11,0.87,2,326,21,NA
"7381695","Small apartment! private bathroom!",37413836,"Sara",NA,"San Telmo",-34.61726,-58.37338,"Entire home/apt",2643,7,21,2022-12-14,0.25,1,329,4,NA
"6600497","Departamento 30 m2  en Nuñez - Metrobus",22505741,"Martin",NA,"Saavedra",-34.54588,-58.47112,"Entire home/apt",7929,5,16,2022-11-12,0.19,2,348,4,NA
"5934324","Departamento temporario en Palermo",30814077,"Mateo",NA,"Palermo",-34.58654,-58.41331,"Entire home/apt",7048,15,12,2022-09-28,0.15,1,270,3,NA
"7383395","Obelisk Apartment   II 3 amb ,4 pax  100u$s xdìa",9485286,"Stella",NA,"San Nicolas",-34.60557,-58.3804,"Entire home/apt",26429,7,0,NA,NA,1,355,0,NA
"5967811","Chez Pascale Tango",30977969,"Pascale",NA,"Balvanera",-34.61146,-58.40234,"Private room",4310,3,0,NA,NA,1,87,0,NA
"6615580","Trendy Loft in San Telmo 3/4 pax",135120,"Flor",NA,"San Telmo",-34.61625,-58.37452,"Entire home/apt",7929,3,97,2022-10-14,1.07,3,274,5,NA
"7385626","Excelente ubicación, Alto Palermo 2 ambientes",38688999,"Marisa Natalia",NA,"Palermo",-34.58666,-58.41076,"Entire home/apt",4933,7,67,2020-02-26,0.79,1,87,0,NA
"6626198","Hermoso Depto para compartir!!!",29289977,"María",NA,"Almagro",-34.60234,-58.43107,"Private room",3500,2,75,2022-11-26,0.81,2,330,21,NA
"6637032","Dome in the heart of the City",34738568,"Nicolás",NA,"San Nicolas",-34.60195,-58.3788,"Entire home/apt",12157,2,194,2022-12-08,2.15,1,160,30,NA
"5970033","Excelente apartamento doble en Recoleta. Piscina",9332923,"Piccaluga",NA,"Recoleta",-34.59707,-58.38923,"Entire home/apt",21168,30,6,2022-03-31,0.09,5,362,1,NA
"5979273","PRETTY, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,"Griselda",NA,"San Nicolas",-34.60266,-58.37812,"Entire home/apt",7173,2,289,2022-12-06,3.1,5,346,36,NA
"7396878","Fully furnished one br apt",26020270,"Héctor",NA,"Palermo",-34.57088,-58.43153,"Entire home/apt",10572,60,0,NA,NA,1,364,0,NA
"7419088","Appart in residential neighborhood",8330414,"Guadalupe",NA,"Parque Chacabuco",-34.63443,-58.44674,"Entire home/apt",3348,4,44,2022-09-12,0.49,1,182,14,NA
"5988119","Comfortable room in Almagro",31089751,"Claudia",NA,"Almagro",-34.60945,-58.42599,"Private room",2467,2,95,2022-12-20,1.05,2,117,27,NA
"6661569","Amplio y en pleno Palermo Soho!",9797116,"Laura",NA,"Palermo",-34.59141,-58.42513,"Entire home/apt",8558,2,5,2022-11-20,2,1,180,5,NA
"7428322","Historical Building in Palermo, BRIGHT and SILENT",16849987,"Andrea",NA,"Palermo",-34.58166,-58.41596,"Private room",6343,1,193,2022-12-11,2.57,1,69,52,NA
"5998769","Spacious & Cozy Studio Recoleta French I",31142413,"Ange",NA,"Recoleta",-34.5887475438523,-58.4049192831424,"Entire home/apt",9714,6,48,2020-03-17,0.57,3,254,0,NA
"7435494",NA,38932166,"Carlos",NA,"Colegiales",-34.57793,-58.44121,"Entire home/apt",33000,30,0,NA,NA,1,365,0,NA
"6000642","Recoleta. 2amb. Luminoso. Seg 24hs",23879366,"Martin",NA,"Recoleta",-34.59475,-58.39842,"Entire home/apt",5462,180,0,NA,NA,1,364,0,NA
"6670230","Perfect Studio for Exploring BA #5",34911661,"Angelica",NA,"Palermo",-34.58316,-58.40724,"Entire home/apt",7929,5,82,2022-12-14,0.9,2,142,13,NA
"7437634","Departamento 2 dormitorios belgrano",4994194,"Paula Marina",NA,"Belgrano",-34.55825,-58.45422,"Entire home/apt",17619,4,9,2022-11-25,0.11,13,324,5,NA
"6691975","Moderno Apartamento Villa Urquiza!",32184877,"Diego",NA,"Villa Urquiza",-34.57715,-58.49206,"Entire home/apt",5110,2,32,2022-12-17,0.4,1,82,3,NA
"6692186","Confortable y luminoso Duplex en Almagro",35027868,"Ivana Y Jorge",NA,"Almagro",-34.60653,-58.42439,"Entire home/apt",7048,3,5,2022-09-22,0.06,1,33,1,NA
"6002659","Studio,all the sun!!! nice building",31161573,"Norberto",NA,"San Telmo",-34.62173,-58.37363,"Entire home/apt",13089,3,10,2022-11-07,0.11,1,364,2,NA
"7439009","Excelente Depto  Zona Alto Palermo",38963279,"Noemi",NA,"Palermo",-34.5914,-58.41738,"Entire home/apt",4354,2,68,2022-12-23,0.82,1,287,2,NA
"6004144","Brand-New Studio! 5 Blocks-Palermo Hollywood",31167043,"Carlos",NA,"Chacarita",-34.58389,-58.44983,"Entire home/apt",4280,9,45,2020-12-07,0.49,2,211,0,NA
"6699597","Brand New Modern Studio in Palermo!",35067450,"Ignacio",NA,"Palermo",-34.59451,-58.41616,"Entire home/apt",6896,2,80,2022-12-13,0.87,20,299,9,NA
"7450133","LOFT LUXE RECOLETA, SERVICIO PERSONAL VER DTO. 50%",15709876,"Sergio Aldo",NA,"Recoleta",-34.5968,-58.40776,"Entire home/apt",26429,3,29,2022-11-13,0.34,11,259,6,NA
"6700974","One-Bedroom Apartment",35067450,"Ignacio",NA,"Palermo",-34.59672,-58.41646,"Entire home/apt",7701,3,29,2020-03-24,0.33,20,284,0,NA
"6019618","Confortable Habitación en Almagro II",31089751,"Claudia",NA,"Almagro",-34.60945,-58.42611,"Private room",2315,2,52,2022-12-05,0.74,2,113,22,NA
"7450672","2 dormitorios en Palermo con Balcon",3469227,"Federico",NA,"Palermo",-34.58483,-58.42244,"Entire home/apt",14800,3,7,2022-12-22,0.09,135,275,4,NA
"6025500","Muy luminoso en Palermo Chico, remodelado a nuevo!",24334653,"Felix",NA,"Palermo",-34.57638,-58.40309,"Entire home/apt",15102,2,73,2022-06-14,0.78,1,58,4,NA
"6710107","2 bdr  best location 4 pple terrace",27769138,"Franco",NA,"Almagro",-34.60323,-58.43205,"Entire home/apt",7904,7,5,2022-09-19,0.22,1,333,4,NA
"7452069","Modern Studio in Palermo Soho",10824283,"Maria Del Rosario",NA,"Palermo",-34.591675,-58.426159,"Entire home/apt",4405,3,17,2019-09-27,0.19,2,293,0,NA
"6716237","Charming french apartment",34954113,"Paola",NA,"Recoleta",-34.59837,-58.39946,"Entire home/apt",6923,7,0,NA,NA,1,11,0,NA
"7462864","Jewel Apartment Palermo BuenosAires",1633944,"Helena",NA,"Palermo",-34.57729,-58.42482,"Entire home/apt",33477,7,14,2022-11-12,0.15,1,336,4,NA
"6739357","Calido departamento en San Telmo.",3079180,"Victoria",NA,"San Telmo",-34.62494,-58.37579,"Entire home/apt",2819,3,32,2021-03-15,0.35,1,182,0,NA
"6029502","Lemon Suites in San Telmon III",31294548,"Rob",NA,"San Telmo",-34.62169,-58.37513,"Entire home/apt",12358,1,111,2022-12-16,1.19,3,328,15,NA
"6042194","Ideal Apartament in Palermo",21181258,"Clarisa",NA,"Palermo",-34.58111,-58.42257,"Entire home/apt",13772,1,0,NA,NA,9,0,0,NA
"7470706","Moderno apartamento para tres personas en Recoleta",3469227,"Federico",NA,"Recoleta",-34.59029,-58.40323,"Entire home/apt",14024,3,33,2022-02-17,0.37,135,0,1,NA
"6053669","Well lighted Apartment",31414443,"Carlos",NA,"Belgrano",-34.55662,-58.44983,"Entire home/apt",6500,7,21,2022-11-30,0.23,1,171,3,NA
